Symbol  Fold_change  Padj
POSTN	0.565	0.006
CHI3L1	0.183	0
PTK2B	0.448	0.03
TIMP3	0.411	5.00E-05
TNC	0.379	0.0001
DCN	0.717	0.005
COL3A1	0.383	0.0002
TXN1P	0.575	0.05
ETV1	0.47	0
BAK1	0.624	0.05
CASP8	0.688	0.03
MAP3K1	0.677	0.02
MAP3K2	0.578	0.0002
TTN	0.59	0.002
BMP4	0.539	3.00E-05
SOX9	0.57	0.04
CHEK1	0.607	0.0004
GJA1	0.441	4.00E-05
HGA1	0.38	0.0004
SLC38A2	0.694	0.0352
ITGA2	0.38	4.00E-05
ITGB3	0.591	0.02
CASP8AP2	0.637	0.0001
SCN1A	0.304	0.025
