Symbol  Fold_change  Padj
IL1RN	0.274	0.0011
IL1R1	0.447	0
PTGS1	0.482	0.013
BDKRB2	0.315	0
POMK	0.557	0.0426
EDNRB	0.525	0.045
ITGA2	0.38	4.00E-05
NPY1R	0.315	0.0083
SCN1A	0.304	0.0253
PTGES	0.381	0.0062
IL10	0.1	0.0029
FAM173B	0.693	0.006
CTSS	0.696	0.0082
KCNJ10	0.052	0.0202
EDRNB	0.525	0.0451
NEDD4	0.728	0.044
OPHN1	0.624	0.0437
CDK5	0.687	0.0004
PTK2B	0.448	0.0335
GRIA3	0.421	0.0142
SLC38A2	0.694	0.0352
FMR1	0.656	0.0006
