Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,DE
EIF3J-DT,76.94021714,-0.196811237,0.132978979,8.70E-07,1.21E-05,FALSE
DPYSL3,45.98885399,-0.196723182,0.216836812,0.319588295,0.449147214,FALSE
SLC40A1,38.19872728,-0.196677851,0.21142402,0.064139448,0.140492348,FALSE
FHL1,1436.103232,-0.196635443,0.068967092,1.60E-09,4.88E-08,FALSE
MORF4L2,4360.859342,-0.196410706,0.063996888,0.00042725,0.002480285,FALSE
LACTB,140.8407187,-0.196380561,0.111416294,0.060311582,0.133931623,FALSE
COL6A3,15129.68328,-0.19597118,0.049047746,1.01E-13,7.60E-12,FALSE
EPC1,210.6300649,-0.195961378,0.128431445,0.029667794,0.077772533,FALSE
SEMA3C,480.7802435,-0.19595164,0.098849122,0.005357396,0.020516892,FALSE
TCF25,1244.903226,-0.19592268,0.070296805,0.011417894,0.037075367,FALSE
GABARAPL1,1036.552394,-0.195915389,0.085826933,5.52E-07,8.16E-06,FALSE
TMOD2,32.45080502,-0.195685665,0.232378437,0.412764334,0.538330556,FALSE
MTMR11,148.7820807,-0.195682745,0.130241688,0.052024524,0.119954717,FALSE
DNAH1,29.08362337,-0.195543931,0.216365032,0.055425652,0.125806791,FALSE
ZNF423,25.53165906,-0.195487552,0.225342478,0.000227583,0.001452205,FALSE
PYGL,141.5140416,-0.195218291,0.131076179,0.049697952,0.115995045,FALSE
CREBL2,558.8579108,-0.195106526,0.07661698,0.00345628,0.014394479,FALSE
JAK1,802.179658,-0.195079354,0.077370279,0.006406714,0.023605148,FALSE
ITGA10,223.928246,-0.194627843,0.118916563,1.39E-05,0.000135489,FALSE
KLHL20,201.7005381,-0.194580255,0.13463218,0.060100013,0.133748336,FALSE
CAB39,638.8939042,-0.194533214,0.066526924,8.59E-06,9.05E-05,FALSE
ATXN7L1,100.6938636,-0.194428699,0.146713691,0.051940796,0.119820891,FALSE
TSC22D2,156.2266469,-0.194406005,0.123336446,0.027263636,0.072982055,FALSE
CMTM4,180.7466737,-0.1943073,0.121561182,0.226749683,0.353500633,FALSE
TKT,3392.982963,-0.194249203,0.055369831,5.22E-10,1.78E-08,FALSE
SERBP1,1668.688103,-0.194174349,0.063322366,0.000323459,0.001965829,FALSE
SLC25A28,155.1145126,-0.194058987,0.137248894,0.004744823,0.018536205,FALSE
ZNF506,56.36687146,-0.194022891,0.18138855,0.123343887,0.227631083,FALSE
DENND1B,123.3010694,-0.193830771,0.128060947,0.049871272,0.116312274,FALSE
ZC3H7B,680.7019344,-0.193531801,0.089461667,0.050599107,0.117505997,FALSE
NAGPA,120.091432,-0.193518857,0.13729775,0.011257915,0.036709223,FALSE
FAM131A,25.10740557,-0.193500489,0.220446922,0.216705269,0.342721282,FALSE
TBC1D12,103.9210647,-0.193372023,0.160425495,0.170010291,0.286544897,FALSE
CCDC174,104.2941256,-0.193363718,0.152314014,0.316130032,0.445879765,FALSE
TRIO,932.5724485,-0.193308664,0.071956377,2.00E-06,2.56E-05,FALSE
CEPT1,77.45508629,-0.193296275,0.150778016,0.048162093,0.113299804,FALSE
PERP,1574.64559,-0.193255291,0.069952089,0.043263489,0.104183039,FALSE
DDX55,56.25405483,-0.193229128,0.180945063,0.157244971,0.271103001,FALSE
LOC124904002,307.1254208,-0.193151006,0.17891967,0.311735019,0.441972036,FALSE
SLC27A1,23.00671759,-0.193124594,0.247138185,0.348362813,0.478106914,FALSE
MIDEAS,110.4483252,-0.193064019,0.13788894,0.000165161,0.00112139,FALSE
MED15,79.80863799,-0.192894965,0.168082529,0.222155088,0.348609725,FALSE
LOC105379362,127.9767816,-0.1928598,0.125618905,0.16056415,0.274974009,FALSE
MED23,114.9175401,-0.19283333,0.141422314,0.067832733,0.14628099,FALSE
DNAJB1,536.7924978,-0.192763875,0.087399677,0.006913637,0.025106004,FALSE
ABHD14B,229.1459137,-0.19273959,0.121560976,4.41E-05,0.000360996,FALSE
NTF3,123.7631926,-0.192679654,0.1264186,0.005741232,0.021587727,FALSE
MAP2K7,127.8037141,-0.192664329,0.15563373,0.075772364,0.158742507,FALSE
ANKRD17,441.3193892,-0.192628823,0.089549979,0.130432483,0.237055257,FALSE
PCYOX1L,71.19864486,-0.192597223,0.159816184,0.004570274,0.017967168,FALSE
DROSHA,332.4876085,-0.192596253,0.084433856,0.002745988,0.011959532,FALSE
IER5,1756.092059,-0.192564423,0.069996229,0.022054891,0.062122608,FALSE
QSOX1,5478.535714,-0.192558444,0.071911827,0.001818236,0.008464839,FALSE
AKR1C3,379.5057163,-0.192208231,0.097033137,4.32E-06,5.00E-05,FALSE
IRAG1,39.79446902,-0.19219983,0.208480654,0.374859537,0.503754627,FALSE
FBLN7,333.8516539,-0.192119253,0.106997353,0.001252469,0.006218352,FALSE
BICC1,641.4876747,-0.192114536,0.075101132,0.070339283,0.15036553,FALSE
BTRC,135.1036407,-0.192002745,0.141332042,0.383006349,0.511168273,FALSE
NEMF,385.6548204,-0.191842151,0.123819079,0.374923375,0.503767847,FALSE
ZNF175,55.0888014,-0.191703334,0.182766908,0.001884362,0.008724176,FALSE
SLC41A3,329.9475431,-0.191475129,0.095057009,0.000115382,0.000827366,FALSE
PAPSS1,427.2855374,-0.191423233,0.070819578,0.000882342,0.00461141,FALSE
WRN,103.6338027,-0.191162499,0.158790084,0.113356327,0.21437283,FALSE
NT5C,116.0260548,-0.191152612,0.155587249,0.336297535,0.465990944,FALSE
BMPR2,585.4267504,-0.191146653,0.068140776,0.00266281,0.011695554,FALSE
PAQR8,112.0011887,-0.191138248,0.135659346,0.179067522,0.298254046,FALSE
ABLIM1,35.71644563,-0.191136583,0.202648107,0.097431492,0.191562115,FALSE
GUSB,165.7261407,-0.1908855,0.11519497,0.00152555,0.007336007,FALSE
MEF2C-AS1,83.63708593,-0.190852971,0.162218482,0.326734641,0.456050781,FALSE
KIAA1549,48.31346653,-0.19076197,0.184997179,0.518975989,0.634169291,FALSE
BACE1,191.6561077,-0.190721635,0.114772294,0.003794568,0.015471821,FALSE
HOXC-AS1,32.96021961,-0.190693236,0.223431504,1.30E-10,5.03E-09,FALSE
ST6GAL1,104.5676505,-0.190608866,0.154670181,0.004835336,0.01884246,FALSE
CUL4B,2353.880447,-0.190529903,0.05985133,0.00342692,0.014284957,FALSE
LPXN,779.9912274,-0.190054736,0.083478279,1.90E-07,3.22E-06,FALSE
ANKRD11,585.3477205,-0.189932501,0.147743435,0.061133971,0.135254811,FALSE
ATP6AP2,1213.930405,-0.189890587,0.070107138,0.002731574,0.011905732,FALSE
COL4A1,714.8590041,-0.189855608,0.072043011,4.43E-06,5.10E-05,FALSE
SETD1A,49.10729089,-0.189824789,0.179569021,0.010271041,0.034111263,FALSE
HLX,218.7641481,-0.189629892,0.118524415,0.021135735,0.06009609,FALSE
HMG20A,151.5492722,-0.189618065,0.12037992,0.277878214,0.409519869,FALSE
NSRP1,665.7705826,-0.189386222,0.101504943,0.186354215,0.306829946,FALSE
PHYHD1,51.77451806,-0.189078234,0.184550397,0.292012539,0.423404565,FALSE
ZNF668,60.18138608,-0.189077793,0.183421224,0.145453844,0.256936374,FALSE
GPR89A,112.6146386,-0.189004789,0.142022493,0.03815939,0.0947031,FALSE
PCNX4,258.0564021,-0.188999308,0.123672966,0.095236673,0.188615093,FALSE
FADD,244.5951126,-0.188895179,0.109170768,0.005984521,0.022332116,FALSE
ZNF101,50.41960947,-0.188701905,0.196188093,0.472526626,0.592043119,FALSE
USP8,115.303416,-0.188660182,0.195515174,0.244125285,0.373412818,FALSE
FKBP15,114.7203965,-0.188480244,0.125197083,0.002381666,0.010615652,FALSE
ICA1L,67.98956468,-0.188471214,0.149015296,0.145938527,0.257316295,FALSE
CCDC18-AS1,47.18898334,-0.188434431,0.179725715,0.00974021,0.032768274,FALSE
PLPP3,367.4679875,-0.188383328,0.118668173,1.19E-11,5.74E-10,FALSE
CCDC97,97.98283533,-0.187909874,0.164331438,0.144006149,0.255114577,FALSE
BVES,66.82750294,-0.18747625,0.15266722,0.164246767,0.27925243,FALSE
NMT2,468.3646503,-0.187429648,0.107339362,0.289430707,0.420596978,FALSE
ZNF331,145.1233942,-0.187422893,0.138642002,0.26685791,0.398769413,FALSE
KIF3A,81.41518921,-0.187343231,0.161657165,0.492896928,0.611711513,FALSE
ABRAXAS2,133.6074423,-0.187312583,0.126751309,0.025663962,0.069740036,FALSE
CTF1,197.7198072,-0.187138186,0.130198535,0.115698344,0.217173009,FALSE
PRRG1,165.9672366,-0.18694388,0.121284706,0.005829261,0.021848605,FALSE
TMEM87A,37.97914644,-0.186864781,0.21689553,0.181331595,0.300896915,FALSE
SLC33A1,164.6830919,-0.186656204,0.119518715,0.030225575,0.078720045,FALSE
STAG2,370.353314,-0.186563664,0.110801778,0.001593252,0.007583392,FALSE
ARSD,203.1104685,-0.186472271,0.117720564,0.057824404,0.129850089,FALSE
MRFAP1L2,43.47308715,-0.186470493,0.187448878,0.298087132,0.429144268,FALSE
CIR1,535.6323622,-0.186393372,0.094629353,0.004003482,0.016112375,FALSE
ATRN,287.2196882,-0.186185303,0.099614665,0.000518876,0.002937252,FALSE
LOC101928570,45.97302132,-0.186183758,0.208416828,0.457940844,0.57951614,FALSE
SLC25A30,83.54206057,-0.185935658,0.155934363,0.03525816,0.088855851,FALSE
RPS4X,11858.96661,-0.185868849,0.047824964,1.42E-09,4.39E-08,FALSE
CHEK1,153.6047028,-0.185758363,0.137521955,0.020872385,0.059565153,FALSE
GAB2,16.80670162,-0.185747467,0.240876756,0.072785563,0.154231018,FALSE
DUSP5,885.3178474,-0.185715417,0.119628452,2.18E-09,6.39E-08,FALSE
FAR2,158.9338594,-0.185635553,0.139749672,0.316443788,0.446206787,FALSE
TRIM23,107.9677637,-0.185325188,0.130221337,0.316515875,0.446240985,FALSE
GDF6,88.8385358,-0.185303057,0.17051783,0.000293096,0.001804811,FALSE
SPATA7,71.25754829,-0.185280549,0.163248126,0.076917181,0.160528049,FALSE
MSN,7821.962362,-0.185129953,0.051248293,3.70E-06,4.36E-05,FALSE
CIRBP,1713.048279,-0.184816561,0.079444661,0.001740354,0.00819574,FALSE
SLC39A6,289.9685756,-0.184575418,0.108484207,0.218144717,0.344577051,FALSE
ZBTB47,212.0525028,-0.18448611,0.120765397,0.02312018,0.064365312,FALSE
SPINT2,31.47800063,-0.184483187,0.24138943,0.22228047,0.348630548,FALSE
USP48,387.6217031,-0.184315731,0.094663987,0.093455177,0.185973409,FALSE
ARHGAP5,389.1038924,-0.184248756,0.091590281,0.001013169,0.005207633,FALSE
RGP1,660.2768237,-0.184119493,0.069464317,0.006925308,0.025138598,FALSE
TMEM205,469.2170743,-0.184098539,0.089361956,0.004909191,0.019066544,FALSE
NOL10,164.4166043,-0.183889792,0.132426478,0.065942669,0.143498755,FALSE
VAMP3,664.3144664,-0.18383408,0.078384055,0.071779892,0.152640669,FALSE
RAPGEF4,31.68804336,-0.183816908,0.224488035,0.099008897,0.193841343,FALSE
FZD5,44.24929511,-0.183611992,0.185328121,0.454288408,0.576606334,FALSE
GPATCH2,152.8636703,-0.183405407,0.130302148,0.050736955,0.117713268,FALSE
CCNY,658.1990908,-0.183380947,0.084961201,0.005504204,0.020915974,FALSE
GSTZ1,101.2000592,-0.18328961,0.137267538,0.059867822,0.133327027,FALSE
TARS3,44.90764924,-0.183210594,0.20938761,0.142154704,0.252698406,FALSE
ACADS,73.04605054,-0.183200385,0.152671876,0.116589647,0.218494338,FALSE
TLE4,188.9629272,-0.183123296,0.13686564,0.357172393,0.487143458,FALSE
PPM1B,229.0894503,-0.183114588,0.115391774,0.117784974,0.219895141,FALSE
FMN2,744.0021973,-0.183070594,0.075758937,4.47E-06,5.15E-05,FALSE
SESTD1,273.7672343,-0.183055134,0.114623134,0.017437247,0.05162554,FALSE
MELTF,61.26582626,-0.182974639,0.189816962,0.014127615,0.043626785,FALSE
TRANK1,105.0525617,-0.182832125,0.167826458,0.196522698,0.318900721,FALSE
PAX8,64.92313549,-0.182765265,0.185067472,0.434724172,0.558845501,FALSE
FANK1,40.6606788,-0.182714843,0.189290846,0.130424222,0.237055257,FALSE
ZDHHC8,393.4856148,-0.182498078,0.102094734,0.055450625,0.125832859,FALSE
KIF7,68.85661798,-0.182271524,0.1706757,0.016007699,0.048229617,FALSE
ARMCX2,545.2326512,-0.182259947,0.074685572,0.020716461,0.059228889,FALSE
ZNF605,99.74658838,-0.182166245,0.155734868,0.137463847,0.246236603,FALSE
TRNV,1498.922032,-0.18212514,0.129071777,0.018248887,0.053653915,FALSE
LINC01963,71.47183914,-0.181978872,0.172890467,0.564718765,0.670945155,FALSE
ANKFY1,432.543491,-0.181943469,0.090669342,0.038942894,0.096039208,FALSE
NMT1,1013.61399,-0.181913278,0.078812522,0.136918574,0.245401225,FALSE
MARCHF6,407.2731897,-0.181840466,0.092536505,0.087220397,0.17639703,FALSE
THAP4,209.5201864,-0.181747427,0.109573396,0.17521414,0.293354758,FALSE
UBAP2,150.5665664,-0.181684513,0.123757162,0.260421297,0.391511357,FALSE
BAZ2B,248.9466192,-0.181649296,0.121090955,0.060123414,0.133766437,FALSE
CDH8,31.50578179,-0.18121302,0.207736554,0.408464097,0.534401625,FALSE
ABCC5,98.74521151,-0.181209612,0.152573949,0.034639055,0.087564653,FALSE
CNOT6L,140.557248,-0.180979492,0.135187029,0.144842434,0.256061222,FALSE
TMEM184C,105.2648971,-0.180849103,0.147282261,0.151874127,0.264751081,FALSE
DYNC2I1,107.241158,-0.180786858,0.192214555,0.329801381,0.459075162,FALSE
RBBP4,78.19536985,-0.180754685,0.182197431,0.156245789,0.269879091,FALSE
AXIN2,74.00173776,-0.180718863,0.159123891,0.216049725,0.342078731,FALSE
ZNF581,131.861321,-0.180717945,0.116731368,0.019120422,0.055776865,FALSE
HADHA,48.36866896,-0.180714327,0.258291538,0.276541683,0.408657906,FALSE
TCTN1,141.7075576,-0.180445635,0.131854734,0.04487194,0.107253479,FALSE
HIF1AN,354.5644474,-0.180418252,0.097353636,0.022905076,0.063899957,FALSE
LIMD2,117.9061364,-0.179945567,0.124784901,2.53E-06,3.15E-05,FALSE
CSDE1,6721.926812,-0.179914798,0.032587132,1.92E-08,4.34E-07,FALSE
LDLR,577.9425133,-0.179860744,0.121851117,0.003332817,0.013967587,FALSE
HS3ST3A1,163.9550749,-0.179852983,0.131635891,3.37E-05,0.000286969,FALSE
SRPK2,463.4784781,-0.179511261,0.099605552,0.047880354,0.112834979,FALSE
OSER1,304.4600981,-0.179454195,0.098629214,0.150671119,0.263568511,FALSE
PHIP,110.5395344,-0.179232089,0.170272237,0.079234974,0.164176911,FALSE
CCDC115,924.2005609,-0.178948929,0.066484571,4.49E-05,0.000366092,FALSE
ADAM9,59.1672968,-0.178895573,0.183917586,0.266206995,0.398115178,FALSE
RIN2,899.4949431,-0.178740233,0.07416571,0.001222546,0.006105532,FALSE
E2F3,399.2171181,-0.178725298,0.0939436,0.000524845,0.002962055,FALSE
KTN1,688.3906694,-0.178551691,0.121076418,0.019980623,0.057583946,FALSE
GTF2E1,70.52612417,-0.178508331,0.140376773,0.04621269,0.109811051,FALSE
FSTL1,8083.035004,-0.178484789,0.049682089,0.000207807,0.001349081,FALSE
DLG2,49.18443002,-0.17836604,0.182758939,0.274166259,0.406203748,FALSE
CYBC1,115.3656232,-0.178226803,0.14431387,0.207069869,0.331517901,FALSE
ZNF800,132.0620999,-0.178199014,0.13795667,0.323973196,0.453533305,FALSE
RBM43,104.2378699,-0.178056824,0.153538869,9.03E-06,9.42E-05,FALSE
DGKH,177.2453254,-0.177958988,0.143614953,0.355519048,0.485811806,FALSE
NAB1,101.6135172,-0.17765414,0.131082095,0.145155442,0.256496688,FALSE
ANXA9,75.83313079,-0.177587484,0.163382858,0.403568617,0.529669616,FALSE
CLSPN,138.0864288,-0.177494338,0.161104997,0.060211277,0.133873304,FALSE
ACADM,175.0953048,-0.177457878,0.110895079,0.274655062,0.406707472,FALSE
KPNA5,53.58118682,-0.177269917,0.189654501,0.461170395,0.582073114,FALSE
NBEAL1,214.2868995,-0.177258032,0.102110444,0.259099973,0.389987681,FALSE
TSR3,39.29628587,-0.177119878,0.18803078,0.291684917,0.423093062,FALSE
PCNX1,171.2677324,-0.177030471,0.107841827,0.015732172,0.047667984,FALSE
DAPK3,87.97492923,-0.176961802,0.14964787,0.413069513,0.53849177,FALSE
FHIP1A,34.93249443,-0.176863224,0.20044626,0.531063809,0.643600382,FALSE
CWC27,311.40493,-0.176762058,0.120275209,0.417326169,0.542157893,FALSE
ZNF83,238.0163928,-0.176741224,0.114326246,0.288205758,0.419933376,FALSE
VMA21,611.082284,-0.17663481,0.071639205,0.000781137,0.004152267,FALSE
ZNF638,293.7366773,-0.176470771,0.093100586,0.238585046,0.367226513,FALSE
DAXX-5,67.31446816,-0.176392605,0.147578302,0.2741306,0.406203748,FALSE
ITPRIPL2,1199.95946,-0.176344155,0.075800489,8.32E-05,0.000621769,FALSE
EIF4G3,448.265564,-0.17623784,0.08588897,0.001777135,0.008328499,FALSE
ZNF550,56.29747468,-0.176003803,0.166432482,0.182707605,0.302588185,FALSE
SLC23A2,254.9189242,-0.175926885,0.097520386,0.002264337,0.010180242,FALSE
SBF2,114.7620616,-0.1756867,0.162119385,0.314652219,0.444486758,FALSE
TSC1,137.8596632,-0.175379747,0.108058224,0.008001766,0.028147991,FALSE
XYLB,65.48684545,-0.175254365,0.150226923,0.076681872,0.16010859,FALSE
KDM4C,132.9334641,-0.175099098,0.125796336,0.085648187,0.174038758,FALSE
PRUNE1,179.174448,-0.175033563,0.119697706,0.45469099,0.57688185,FALSE
METTL22,63.04438775,-0.174950826,0.169629553,0.537551892,0.648571549,FALSE
ZNF330,346.21057,-0.174901227,0.094890197,0.053530009,0.122637882,FALSE
COG6,95.99235846,-0.174881954,0.150809364,0.045328185,0.108026328,FALSE
GOLGB1,379.2679085,-0.17480016,0.115705999,0.016205014,0.048719489,FALSE
POC5,33.6388608,-0.174573232,0.190804171,0.272050853,0.404391716,FALSE
ZNF618,203.3985257,-0.174338735,0.11121851,0.124389294,0.229016721,FALSE
CHD6,103.8482219,-0.174295461,0.169745851,0.530818953,0.643452444,FALSE
CXCL16,123.0992374,-0.173926373,0.139640404,0.015756289,0.047708672,FALSE
CAPRIN2,86.36672849,-0.173892476,0.153331211,0.494974041,0.613310245,FALSE
ZFC3H1,135.2979118,-0.173853905,0.140522238,0.43113574,0.554920712,FALSE
SPACA6,91.5718366,-0.173796407,0.152028045,0.214210639,0.340380013,FALSE
GALNT1,30.19958771,-0.173769684,0.255407046,0.120146166,0.2232153,FALSE
ENC1,98.45824249,-0.173432749,0.141302215,0.008075173,0.028352763,FALSE
DIXDC1,221.6789254,-0.173308553,0.124367701,0.008517608,0.029517371,FALSE
RAP2C,148.9775017,-0.173252683,0.127127592,0.36473816,0.494139166,FALSE
RNF141,520.852422,-0.173180159,0.082050191,0.14136595,0.251588187,FALSE
DDI2,119.148377,-0.173051032,0.137971515,0.363751285,0.493088599,FALSE
CMTM6,1107.335965,-0.173038578,0.063990441,2.07E-05,0.000188749,FALSE
LPCAT2,218.4805147,-0.172992226,0.105428949,0.047389527,0.111979963,FALSE
PAQR7,292.561678,-0.172906751,0.098075099,0.027171612,0.072858324,FALSE
STXBP5,446.2907368,-0.172864089,0.09753811,0.099784116,0.194868332,FALSE
LOC124908001,56.5840944,-0.172781301,0.201777297,0.000403604,0.002377033,FALSE
D2HGDH,149.1253189,-0.172777639,0.120774206,0.15867547,0.272712502,FALSE
RNASET2,82.19338511,-0.17249874,0.164148444,0.383481583,0.511705993,FALSE
LUZP1,167.3834058,-0.172467994,0.12732089,0.207739279,0.332304482,FALSE
CILK1,93.82606797,-0.172366326,0.156181757,0.020552292,0.058849704,FALSE
ANO6,29.42864737,-0.172307841,0.238590449,0.326247627,0.455828083,FALSE
NUP43,222.2894715,-0.172264841,0.106997301,0.13218979,0.239084635,FALSE
PM20D2,40.19115267,-0.17211768,0.17508059,0.186019095,0.30633224,FALSE
CES2,336.6233402,-0.172106531,0.10376128,0.058945176,0.131680925,FALSE
ASIC1,28.99378683,-0.172046758,0.202945981,0.046905603,0.11111792,FALSE
TCEANC,23.4910571,-0.172030575,0.245517261,0.366065809,0.495227102,FALSE
HK2,62.12164578,-0.171979348,0.176547412,0.025769713,0.069926018,FALSE
PCMTD1-DT,29.89133278,-0.171776806,0.209580145,0.467632734,0.588023424,FALSE
RDX,1060.040003,-0.171726691,0.082128593,0.090505212,0.181535824,FALSE
TRIM38,387.3261585,-0.171694652,0.102950851,0.168565594,0.284778781,FALSE
ARIH1,589.5710912,-0.171432665,0.092835859,0.093222978,0.185590517,FALSE
EVC,73.56024405,-0.171431746,0.155233351,0.373834449,0.502811646,FALSE
TP53INP2,347.2116974,-0.171423151,0.112582694,0.095817279,0.189381228,FALSE
FBXO3,246.0349708,-0.171289229,0.094573064,0.002019518,0.00925348,FALSE
CEBPZ,85.19967586,-0.171208497,0.202971528,0.408491584,0.534401625,FALSE
GAS1,864.9421925,-0.171192062,0.101428241,2.61E-05,0.000229553,FALSE
ITM2C,90.25387164,-0.171103153,0.130510102,0.016291641,0.04893262,FALSE
CCNT2,93.34530764,-0.170903692,0.157792467,0.276218299,0.408309382,FALSE
PARP4,99.49759665,-0.170855962,0.134157126,0.253095571,0.383237881,FALSE
MICAL3,173.7507002,-0.170845788,0.115775535,0.064553744,0.141134726,FALSE
VTI1A,188.943513,-0.170663655,0.1291786,0.111744853,0.212271987,FALSE
MAP3K2-DT,36.92042685,-0.170662034,0.206779548,0.053647691,0.122817009,FALSE
SUDS3,265.0406434,-0.170637526,0.112536144,0.102290521,0.198475098,FALSE
FAM53C,255.1029902,-0.170628516,0.096007684,0.0583291,0.130602003,FALSE
AHCY,723.0248083,-0.170620407,0.07707631,0.005664459,0.021368274,FALSE
AIDA,191.0388408,-0.170615965,0.134328935,0.159977328,0.274393913,FALSE
TARBP1,66.30928942,-0.170052197,0.168312241,0.384472323,0.512464966,FALSE
PCED1A,86.23803289,-0.170050697,0.138222755,0.010218491,0.03402152,FALSE
RBM25,937.4257125,-0.170042994,0.12498633,0.396664833,0.523480864,FALSE
CDK14,331.4345212,-0.170007596,0.105358172,0.02788477,0.074218528,FALSE
GPNMB,471.8534753,-0.169980303,0.108399876,0.038348577,0.095071452,FALSE
PHAX,510.433505,-0.169963447,0.086024544,0.005860165,0.021946799,FALSE
RHBDL2,69.42505495,-0.169939293,0.180057277,0.27560947,0.407732436,FALSE
SHANK2,52.33377657,-0.169869761,0.160332996,0.023448299,0.064968573,FALSE
ROM1,69.27101479,-0.169855864,0.164249149,0.00183992,0.008552374,FALSE
IL11RA,328.3432998,-0.169854224,0.099322433,0.003068057,0.013063396,FALSE
AMIGO2,147.1232698,-0.169831681,0.140797543,0.029732976,0.077872715,FALSE
INTS6,67.11919895,-0.169693291,0.184109118,0.500224538,0.617953185,FALSE
BLOC1S6,532.5584273,-0.169642032,0.083288445,0.008086532,0.028381964,FALSE
SLIT3,91.38317102,-0.169621588,0.154448264,0.280513894,0.412242299,FALSE
SLC39A8,89.74474087,-0.169592772,0.15013642,0.011847099,0.038165932,FALSE
CHD3,1029.349975,-0.169504095,0.062303547,3.94E-08,8.11E-07,FALSE
PPP2R5E,357.3219209,-0.169481217,0.094820542,0.158922944,0.272986954,FALSE
CCN4,135.4509776,-0.169405588,0.142207721,0.01013258,0.033783716,FALSE
FLRT2,363.3262609,-0.169273393,0.103306295,0.147188792,0.258791077,FALSE
CDA,23.06677226,-0.169260874,0.227704952,0.06334588,0.13921171,FALSE
TNS2-AS1,121.7516914,-0.169207056,0.149240813,0.154862154,0.268184339,FALSE
RBBP6,398.0462546,-0.169120479,0.105426552,0.303070177,0.433641362,FALSE
BCKDHB,85.09979863,-0.169068842,0.153738759,0.017939978,0.052895718,FALSE
IDH2,453.3213333,-0.169020647,0.104414814,0.193860369,0.316062385,FALSE
AGPS,219.5782299,-0.16889828,0.10606862,0.009079377,0.030992137,FALSE
CCS,237.3469986,-0.168871656,0.097929134,0.032111049,0.082729625,FALSE
BRAT1,174.6225069,-0.168810639,0.13691169,0.100277132,0.195626383,FALSE
MAMLD1,47.3485656,-0.168352706,0.195483846,0.056319354,0.127247095,FALSE
COL5A1,164.2294889,-0.168323315,0.133257884,0.134048393,0.241789918,FALSE
CYB5A,365.4873597,-0.168142992,0.120270511,0.001352445,0.006633523,FALSE
PPP1R2,329.0142967,-0.168054053,0.090511498,0.289149179,0.420429036,FALSE
AHI1,143.5797332,-0.167838861,0.138642064,0.28489371,0.416252688,FALSE
WWC2,75.59357948,-0.167805729,0.1592879,0.49870751,0.616658553,FALSE
NKAIN2,54.58383964,-0.16763291,0.126234505,0.023347068,0.064880787,FALSE
VAT1,2882.400656,-0.167563806,0.056566879,0.00043577,0.002520334,FALSE
APCDD1L,820.8175811,-0.167468685,0.077229942,1.57E-06,2.05E-05,FALSE
MEGF9,102.6903766,-0.16745325,0.131807816,0.006701915,0.024499281,FALSE
SCRN2,79.43026585,-0.16744557,0.1533774,0.017315586,0.051386935,FALSE
HEPH,336.3386482,-0.167386963,0.09867277,0.000654812,0.003564024,FALSE
METTL25,45.18948141,-0.167324013,0.176247379,0.054637211,0.124593142,FALSE
TMTC4,79.73032554,-0.167318104,0.162292485,0.028469436,0.075430664,FALSE
TNS3,327.7982951,-0.167188224,0.106671683,0.008821294,0.030333157,FALSE
ZFTA,174.649137,-0.167105648,0.11751955,0.054483323,0.124318796,FALSE
GPATCH2L,190.6754941,-0.16706966,0.130639678,0.377416885,0.50609776,FALSE
TSC22D3,1781.669552,-0.167063515,0.102642852,7.45E-11,3.00E-09,FALSE
USP31,79.7267919,-0.167001585,0.176736038,0.42511524,0.54921757,FALSE
MLLT1,397.5699643,-0.166908874,0.087381911,0.140364894,0.250375544,FALSE
GIGYF2,260.5349092,-0.166824618,0.118071394,0.225435419,0.352334901,FALSE
JRK,141.167785,-0.166788988,0.122264444,0.013157911,0.041343937,FALSE
TRIM44,641.3449353,-0.166774408,0.080363658,0.200818127,0.324011122,FALSE
FRY,124.5921994,-0.166703588,0.161685139,0.425651387,0.549681865,FALSE
BCR,124.1934613,-0.166588938,0.133009937,0.023860514,0.065879774,FALSE
ZDHHC9,419.8926963,-0.166482923,0.081363995,0.229848288,0.357435353,FALSE
ATP9A,574.4185852,-0.166458487,0.086579254,0.032745531,0.083993142,FALSE
BTBD3,78.85217076,-0.166323828,0.157365641,0.426725555,0.550459444,FALSE
RNF214,113.856001,-0.166087375,0.157131574,0.53718218,0.648497416,FALSE
DDX17,1664.610643,-0.165958732,0.055056506,0.001098479,0.005590675,FALSE
MIS18BP1,123.8624262,-0.165951877,0.137951419,0.030000776,0.078341834,FALSE
MAP4K3-DT,237.8122147,-0.165934034,0.102463754,0.039121273,0.096397875,FALSE
WAC,734.0812185,-0.165915548,0.091207733,0.075397723,0.158259531,FALSE
PTMA,2307.350277,-0.165805045,0.151491646,0.017344331,0.051432062,FALSE
PHF6,194.6920873,-0.165687997,0.104116677,0.055843848,0.126602007,FALSE
LNCTAM34A,36.65737647,-0.165650724,0.193565596,0.096696259,0.190593576,FALSE
CEP41,224.0564506,-0.165378123,0.100106427,0.025607066,0.069667051,FALSE
NCOA6,354.4612964,-0.165260126,0.100377877,0.13372481,0.241299565,FALSE
NUBPL,294.7730276,-0.165214183,0.109418266,0.003854185,0.015666967,FALSE
SMYD3,280.9571245,-0.165179544,0.099094747,0.007188759,0.025833565,FALSE
ADPRHL1,49.19902293,-0.165134387,0.185561904,0.38487522,0.512810975,FALSE
SLC22A17,54.77786154,-0.165071978,0.177907563,0.284162418,0.415639887,FALSE
