Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,DE
TEF,152.1557353,0.25510491,0.161444781,7.36E-05,0.000557789,FALSE
METTL26,837.4244784,0.255143911,0.109127048,0.024055428,0.066257186,FALSE
NUSAP1,217.1118312,0.255399675,0.152474769,0.193654563,0.315894985,FALSE
COX6C,9731.019558,0.255741638,0.100354697,0.000257612,0.001609686,FALSE
POMP,5095.386046,0.256054073,0.076711763,0.000207104,0.001346392,FALSE
TIMM17A,661.0474777,0.256193059,0.082968617,1.18E-07,2.13E-06,FALSE
DCK,91.16873987,0.256292073,0.171481194,0.193609795,0.315877191,FALSE
PIH1D1,348.2192791,0.256468362,0.093615381,0.001103709,0.005608164,FALSE
IKBKB,337.5208249,0.256530551,0.095110615,0.000624396,0.003424312,FALSE
UROD,815.2728038,0.256749403,0.069729043,0.000449863,0.002584218,FALSE
MPC1,152.1704373,0.256807217,0.138891533,0.023953102,0.066053353,FALSE
TCF3,667.6197566,0.256948481,0.093784751,0.018856181,0.05517858,FALSE
LRR1,202.4413109,0.256970376,0.114867993,1.95E-08,4.39E-07,FALSE
LIMA1,2739.807783,0.256988864,0.098504241,0.000177484,0.001188618,FALSE
TOMM5,1187.940615,0.257023843,0.091758998,5.39E-06,6.01E-05,FALSE
STT3A,836.7302322,0.257268348,0.093969735,0.004837666,0.018843668,FALSE
EMD,1438.624548,0.257514593,0.073777924,0.001144712,0.005784948,FALSE
SPCS3,916.2408369,0.257516644,0.066186779,9.47E-06,9.76E-05,FALSE
FAM229B,297.5670668,0.257683187,0.114089646,0.018785464,0.055023419,FALSE
RFC3,77.13162249,0.257692011,0.16756881,0.002287757,0.010269162,FALSE
RPA3,501.555176,0.257718431,0.116304771,0.009436748,0.031977995,FALSE
SPARC,15121.68958,0.257880184,0.079438758,7.73E-12,3.88E-10,FALSE
PSENEN,563.6032398,0.258657321,0.096598919,0.00568419,0.021425375,FALSE
ZNF469,176.2819744,0.259256408,0.130223299,0.012981061,0.040939933,FALSE
TUBG1,261.1892793,0.259367413,0.105125416,1.75E-07,3.03E-06,FALSE
C17orf75,138.5484538,0.259559767,0.144972175,0.000194309,0.001277453,FALSE
PTGR1,36.11560542,0.259612163,0.220103211,0.056106997,0.126942768,FALSE
ATP5PO,2354.081917,0.259690129,0.061685009,5.63E-05,0.000444072,FALSE
SHISA4,792.3544069,0.259915591,0.081128024,0.002997992,0.012817719,FALSE
GDF11,83.35721961,0.260070615,0.174825109,0.194003264,0.316148923,FALSE
DCAF13,701.0830935,0.260282218,0.094839016,0.003107318,0.013206456,FALSE
CYREN,69.96123485,0.260335546,0.18362993,0.017066437,0.050720863,FALSE
IFIH1,69.32284939,0.260373579,0.195831846,0.025293791,0.06899584,FALSE
RNF145,375.4662507,0.260631256,0.11170858,0.036937145,0.092224899,FALSE
SH3GLB2,209.4253456,0.260970489,0.139393759,0.036319305,0.090959139,FALSE
SNORD140,535.6966952,0.260987943,0.079958352,1.08E-05,0.000108652,FALSE
MAD2L2,272.076019,0.261043308,0.111232081,0.021711974,0.061360499,FALSE
MKNK2,704.6796429,0.26105751,0.129710286,0.000120823,0.000860423,FALSE
MORF4L1,5049.814098,0.261062981,0.052468833,2.70E-07,4.40E-06,FALSE
SAE1,919.9018477,0.261153556,0.064776397,2.58E-06,3.20E-05,FALSE
PLEKHH3,131.1728331,0.261391561,0.134990186,0.013989662,0.043272399,FALSE
NABP2,190.643082,0.26165482,0.111383005,0.044056009,0.105745894,FALSE
BCL2L12,198.2959559,0.261861042,0.1357428,0.000884019,0.00461304,FALSE
LMF2,368.2407872,0.261935528,0.100308845,0.002693491,0.011784486,FALSE
MIEN1,306.0513597,0.262055785,0.109303274,0.012810366,0.040483709,FALSE
NSMCE4A,224.1313282,0.262154639,0.111610791,0.002960337,0.012697464,FALSE
NAGK,217.7351826,0.262325649,0.121492705,0.06798635,0.146544514,FALSE
NUDT1,349.980224,0.262435217,0.127226937,0.018522876,0.054339595,FALSE
KBTBD2,211.2306823,0.262922351,0.119944346,0.053295273,0.122185195,FALSE
NPDC1,533.604538,0.262972329,0.085761853,5.58E-07,8.23E-06,FALSE
CDCA4,246.2262422,0.263123537,0.118453928,0.00017826,0.001192958,FALSE
DRAP1,2681.352277,0.263292639,0.066688187,0.00020858,0.001350342,FALSE
DRG1,328.0513835,0.263301462,0.097118135,0.028720523,0.075966476,FALSE
CIAO2B,796.185889,0.263342175,0.082347289,0.000316235,0.001928209,FALSE
COL1A1,57656.76202,0.263407365,0.118228428,1.89E-07,3.22E-06,FALSE
PCMT1,825.0935184,0.263528601,0.076105197,0.000230964,0.001470761,FALSE
PSMB4,2905.518953,0.263586484,0.057463584,1.33E-05,0.00012991,FALSE
CNIH1,1434.533323,0.263650677,0.074449939,9.83E-06,0.000100412,FALSE
DDIT3,74.02557045,0.263824539,0.236423716,0.101278046,0.197002271,FALSE
LINC00632,44.66674825,0.264048961,0.217745939,0.012955688,0.040873729,FALSE
TNFAIP1,81.19735858,0.264180428,0.181455896,0.074008301,0.156091273,FALSE
STK40,90.04936318,0.264261621,0.168375422,0.125098849,0.229851178,FALSE
ANAPC7,138.1636667,0.264323608,0.128582569,0.019193498,0.055955046,FALSE
MTHFD1L,184.7833008,0.264448735,0.127976645,0.010791975,0.03543764,FALSE
RBCK1,766.0749453,0.264715284,0.10269186,0.014882372,0.045580319,FALSE
CSTF3,286.0661572,0.264914287,0.120656954,0.09515549,0.188581676,FALSE
NME4,1510.685556,0.265174878,0.093772847,0.009453983,0.032024768,FALSE
GINS2,110.1773346,0.265414069,0.151227588,0.124978066,0.229851178,FALSE
RPL21,7315.825219,0.265627494,0.057785507,1.20E-11,5.76E-10,FALSE
GOT1,158.3809152,0.265631514,0.143581734,0.125020394,0.229851178,FALSE
SPTSSA,379.6317287,0.265662837,0.091111391,6.97E-07,9.97E-06,FALSE
NOP56,467.72638,0.265726816,0.091312444,7.41E-06,7.95E-05,FALSE
NAGLU,150.1225045,0.266140851,0.130377921,0.075204461,0.157978478,FALSE
TMEM185A,49.77833362,0.266405471,0.195783261,0.031931049,0.082334094,FALSE
DDB2,167.5025624,0.266459892,0.129196192,0.001586976,0.007557375,FALSE
COBLL1,143.7396055,0.266707292,0.135782885,4.44E-05,0.000363067,FALSE
LRRC59,265.8118407,0.266805389,0.095769537,7.71E-11,3.07E-09,FALSE
UQCRQ,4547.585554,0.266832455,0.084760893,0.004289732,0.017029323,FALSE
LGALS1,40958.36758,0.266929726,0.07588032,4.98E-07,7.48E-06,FALSE
RARG,315.2193835,0.266983475,0.123489631,0.006598987,0.024208395,FALSE
VPS29,925.659133,0.267091968,0.074732109,0.000132706,0.000932942,FALSE
PSMA2,1215.419804,0.267364877,0.090873871,0.004022648,0.016147713,FALSE
PSMB1,2236.385695,0.267994306,0.063793204,2.63E-05,0.000231256,FALSE
LOC122526782,151.9646896,0.268074424,0.142037139,0.079246289,0.164176911,FALSE
TMPO,341.9121666,0.268222689,0.108799177,0.004185439,0.016714879,FALSE
ACTR1A,469.3582613,0.268351303,0.091300113,7.75E-05,0.00058529,FALSE
RPSA,4852.344545,0.269295711,0.068586508,1.28E-07,2.29E-06,FALSE
CNOT9,428.1611292,0.270576659,0.096528846,0.003066756,0.013063396,FALSE
SEPSECS-AS1,30.88546499,0.270747236,0.240568068,0.014081871,0.043499925,FALSE
METTL4,65.19084935,0.271361903,0.192316933,0.099882588,0.194938214,FALSE
USP5,257.7025665,0.271397217,0.134210995,0.058289789,0.130592084,FALSE
MRPS26,306.9912459,0.271422855,0.10351349,0.002924717,0.012562011,FALSE
UQCR10,1024.88207,0.271666727,0.106198683,0.005762822,0.021643064,FALSE
AUP1,919.3228331,0.27196178,0.083083318,0.003476244,0.014445379,FALSE
ADRM1,767.9372686,0.272310955,0.090236493,0.000423836,0.002469229,FALSE
PGP,195.351072,0.27247131,0.15647746,0.001598628,0.007601224,FALSE
SNHG29,48.33990774,0.272882768,0.186439451,0.004501214,0.017733034,FALSE
FABP5,292.0271401,0.273009251,0.128840679,0.006645815,0.024332343,FALSE
TMEM258,1929.007964,0.273028342,0.077560804,4.14E-05,0.000342563,FALSE
HMGB1,2634.118364,0.273474322,0.063972143,6.83E-07,9.80E-06,FALSE
SNAPIN,296.2658918,0.273481761,0.10746134,0.001119018,0.005673543,FALSE
C15orf39,68.94864363,0.273844468,0.204646639,0.060879554,0.134839829,FALSE
MORN2,421.6756911,0.274503139,0.101355811,6.13E-05,0.000476081,FALSE
MRPL51,2599.828672,0.274702583,0.079415469,0.00025158,0.001579403,FALSE
TRIM52-AS1,114.1909522,0.275086798,0.164502521,0.044799472,0.107135165,FALSE
SHKBP1,710.2003234,0.275212033,0.075059711,2.23E-05,0.000200913,FALSE
CPT1A,1277.940311,0.275399146,0.092745798,0.000136385,0.000952348,FALSE
C11orf24,328.542307,0.275462716,0.123669395,0.004776582,0.01864466,FALSE
LSM6,459.7921181,0.275617483,0.103757618,0.015880748,0.048023176,FALSE
CFL1,22654.06316,0.275763942,0.073808503,0.001529564,0.007347735,FALSE
CHCHD2,5280.293324,0.275782512,0.056741384,1.16E-07,2.11E-06,FALSE
LARS1,473.308082,0.275913736,0.088090057,0.008956159,0.030668232,FALSE
CCT5,1125.039905,0.276424467,0.053700059,2.05E-14,1.62E-12,FALSE
ARFGAP3,613.640107,0.277021267,0.073331976,1.26E-07,2.26E-06,FALSE
EXOSC8,73.09298648,0.277032503,0.177310652,0.024749082,0.067787489,FALSE
COX5A,2072.415079,0.277039183,0.1023685,0.01115534,0.036431161,FALSE
ATP6V0E2,35.82401942,0.277098759,0.221188394,0.083421924,0.170529653,FALSE
SNAP47,137.8098274,0.277414915,0.123859758,0.040205935,0.098475408,FALSE
CEP55,149.0347454,0.277462923,0.172270019,0.013946476,0.043196108,FALSE
CEBPG,268.2181142,0.277656963,0.140348494,0.044924445,0.107323982,FALSE
AGMO,47.03481941,0.278133453,0.214459953,0.018833131,0.055128422,FALSE
ANKRD30B,80.12377876,0.278164877,0.247117916,0.010575117,0.03490986,FALSE
COA5,301.8913226,0.278391671,0.123481366,0.021669371,0.061258656,FALSE
HINT1,5220.0507,0.278635092,0.098563775,0.001313598,0.006466785,FALSE
UBL5,3630.821595,0.278721342,0.108983873,0.007575797,0.02696439,FALSE
CDT1,80.31839735,0.278822053,0.160147298,0.03709069,0.092518462,FALSE
ENTPD3-AS1,57.80597105,0.278877587,0.202886133,0.119037659,0.221745671,FALSE
C6orf226,119.5512907,0.278913726,0.206940831,0.030779024,0.079982595,FALSE
NT5E,3223.648869,0.278985065,0.073399708,1.43E-05,0.000139176,FALSE
UQCC6,92.63757054,0.279427641,0.154709789,0.010897148,0.035714997,FALSE
NAA10,331.8774094,0.279453805,0.112701254,0.016924838,0.050380286,FALSE
COPRS,1059.983076,0.279570617,0.083247103,0.001627971,0.007724998,FALSE
PSMA5,410.3759964,0.280078286,0.100426501,0.003732429,0.01524511,FALSE
CCDC28B,164.5569396,0.280175795,0.117539995,5.42E-05,0.000430563,FALSE
HAX1,874.8877824,0.280504339,0.081791924,2.32E-06,2.92E-05,FALSE
RAB27A,180.1116858,0.280591087,0.130523335,4.76E-05,0.000385822,FALSE
DLST,148.9816464,0.280895072,0.122019606,0.019817922,0.057221105,FALSE
FBXW4,144.365652,0.281065254,0.137737783,0.054930222,0.125047351,FALSE
MRPL27,581.4437773,0.281085096,0.090927027,0.001810447,0.008452054,FALSE
DOCK10,137.0019225,0.281766949,0.152434869,0.121912891,0.225570281,FALSE
HSPA9,796.924198,0.281846635,0.089468754,1.01E-07,1.87E-06,FALSE
ENO1,6073.008441,0.282202788,0.051790558,5.50E-18,7.33E-16,FALSE
ZNF696,99.94941351,0.28225959,0.150720489,0.096050056,0.189680561,FALSE
TRAPPC13,48.38717237,0.282278764,0.218533911,0.161822175,0.276288263,FALSE
CLIP2,140.5345076,0.282523622,0.129144378,0.042799452,0.103252155,FALSE
ORMDL2,254.3252133,0.283133911,0.114308371,0.035348396,0.089005449,FALSE
UBL4A,180.3994727,0.283444236,0.139055178,0.009643844,0.032537946,FALSE
ITGA4,31.87607085,0.283500525,0.212588781,0.005363401,0.020531459,FALSE
RPS21,14508.28509,0.283728135,0.100777477,0.000563329,0.003146886,FALSE
PDE7B,131.1144573,0.283766309,0.128351012,5.13E-05,0.000410045,FALSE
NDUFAB1,1444.688537,0.283849404,0.086338347,0.000209387,0.001354625,FALSE
SLC50A1,389.8033217,0.284267738,0.101642157,2.03E-05,0.000186443,FALSE
ATF3,127.7933358,0.284518076,0.18185251,1.05E-08,2.57E-07,FALSE
THOC3,152.215731,0.28490123,0.139784213,0.070583928,0.150784856,FALSE
CSMD1,166.3314192,0.285119136,0.136485549,0.015241815,0.046482801,FALSE
ANAPC11,1458.99765,0.285238825,0.110222448,0.010762309,0.035377583,FALSE
EXOC6,47.38200426,0.286538582,0.212729224,0.150590714,0.263477264,FALSE
TMEM101,354.9107281,0.286591892,0.101882096,0.018501945,0.054295264,FALSE
RAB40C,101.298397,0.286887788,0.181597387,0.018264973,0.053684288,FALSE
ZKSCAN5,89.61402745,0.287185728,0.19089497,0.176587594,0.295018923,FALSE
PREX1,179.3964626,0.287284193,0.13802927,0.00280916,0.012189143,FALSE
VIM,42103.49835,0.287387838,0.057142106,1.47E-18,2.14E-16,FALSE
CRELD2,381.5131526,0.287725897,0.098602014,0.002512013,0.011101171,FALSE
SNRPD2,3034.960466,0.287976564,0.103763598,0.000442095,0.002550591,FALSE
TRPT1,128.7513609,0.288112759,0.152293066,0.000616449,0.003390835,FALSE
OSBPL6,64.23073372,0.288421108,0.231893592,0.003143516,0.013342065,FALSE
COPG1,608.9369508,0.288506848,0.084858574,1.18E-05,0.000117177,FALSE
PDIA3,4761.694674,0.288536605,0.06718764,1.82E-08,4.17E-07,FALSE
TMED3,745.8156655,0.289076297,0.080039819,0.000482812,0.002754831,FALSE
ODC1,835.8320481,0.289276333,0.067585713,6.24E-25,2.33E-22,FALSE
GTPBP2,105.4437665,0.28943141,0.182784892,0.150818402,0.263727249,FALSE
C1QBP,242.5454107,0.289901793,0.11459615,0.000740329,0.003957897,FALSE
TOMM22,893.7229878,0.290124457,0.068699006,1.49E-05,0.000143846,FALSE
POLD2,417.3226901,0.29015803,0.111139646,0.00866913,0.029875992,FALSE
GPSM2,48.49163974,0.29021512,0.210873676,0.019430183,0.056521414,FALSE
MAGOH,819.0173319,0.290250737,0.095406769,0.001745987,0.008218118,FALSE
PARP6,73.05963244,0.290292756,0.176214691,0.015981088,0.048217196,FALSE
SNRNP40,117.8510151,0.290954947,0.169095241,0.001901,0.008796838,FALSE
TM7SF3,951.3009599,0.291244896,0.070434072,5.00E-10,1.72E-08,FALSE
OSTC,1804.127984,0.291294669,0.074741173,0.000238272,0.00150497,FALSE
TARS2,154.818885,0.291443338,0.127984582,0.007988265,0.028111098,FALSE
RNF40,254.8658844,0.292281419,0.112155803,0.019799696,0.057220121,FALSE
GBF1,264.3320891,0.292383298,0.115065763,0.012855915,0.040613895,FALSE
GEMIN2,71.7413109,0.292530182,0.20261046,0.064342512,0.140837938,FALSE
MRPS10,392.4238406,0.292754673,0.106332083,0.003747699,0.015294087,FALSE
GMPR,159.9120695,0.293494811,0.14566747,0.012493544,0.039751213,FALSE
STAMBPL1,91.68707496,0.293637326,0.207131907,0.008163883,0.028599649,FALSE
UQCR11,3641.610659,0.294068466,0.106662225,0.000115312,0.000827366,FALSE
RGS3,329.5113761,0.2944349,0.105278801,0.000234074,0.001486506,FALSE
LOC124904395,99.33226881,0.29447411,0.15607203,0.002693916,0.011784486,FALSE
NSD2,532.4093797,0.294745852,0.090143123,1.82E-05,0.000168993,FALSE
TMEM141,239.3195978,0.29485403,0.113225042,0.001165482,0.005867665,FALSE
H2AC20,36.5579626,0.295008838,0.289712431,0.119654226,0.222465054,FALSE
VPS25,537.8618398,0.295106191,0.097186646,0.000408717,0.002401083,FALSE
SAP30,133.4062933,0.295113591,0.162405213,0.005171554,0.019911444,FALSE
ITPA,1446.230828,0.295244832,0.075931665,8.32E-06,8.78E-05,FALSE
GDF15,39.70984302,0.295304789,0.322657453,0.005604039,0.021191764,FALSE
KIF9,246.7999699,0.295443879,0.153489113,1.94E-05,0.000179099,FALSE
NUCB2,719.7442572,0.295772686,0.094631719,0.000537129,0.003024065,FALSE
HSPA13,208.2519523,0.295802926,0.134124049,0.008444576,0.029308245,FALSE
ATRAID,1037.186916,0.296083529,0.076563551,3.18E-10,1.13E-08,FALSE
GNPAT,455.0985848,0.296347919,0.112278028,0.006643457,0.024332343,FALSE
PIP4K2A,308.9695653,0.2963756,0.106397099,4.33E-05,0.000355337,FALSE
NDUFS6,1797.655831,0.296415572,0.115106216,0.01039303,0.034430601,FALSE
GOLT1B,367.2489646,0.296450412,0.097238304,0.001534987,0.007366198,FALSE
VCF2,123.2727813,0.29682103,0.128169299,0.051442969,0.119025659,FALSE
ST3GAL2,341.7115299,0.297141515,0.115912092,0.013595705,0.042362837,FALSE
DUSP28,52.23835082,0.297721882,0.206585641,0.136136146,0.244515615,FALSE
SNRPC,1277.933884,0.297847695,0.063428835,4.16E-07,6.37E-06,FALSE
SLC2A4RG,1506.949955,0.298135646,0.086898472,4.93E-05,0.000398691,FALSE
LIN7B,57.67337286,0.298341347,0.208116383,0.037892661,0.094216588,FALSE
TXNDC17,1109.290718,0.29851303,0.092264111,0.00215118,0.009741922,FALSE
PRDX1,349.2059305,0.298750135,0.12352559,0.001005996,0.005179322,FALSE
CDS2,167.2245197,0.299127866,0.128881686,0.000132981,0.000934171,FALSE
PSMD7,901.595437,0.299143285,0.061692304,2.74E-08,5.86E-07,FALSE
MRPS30,203.8824886,0.299274771,0.114817502,0.011331197,0.036909476,FALSE
CALR,3754.543262,0.299368514,0.06764787,1.97E-05,0.000180806,FALSE
SP2-DT,205.6137793,0.299734358,0.129449694,2.68E-08,5.77E-07,FALSE
TMED1,141.8092024,0.300469093,0.147081557,0.001580278,0.007541187,FALSE
SNX8,279.0700075,0.300843432,0.119132706,0.014360747,0.044200399,FALSE
ICMT,271.4987849,0.301329168,0.10368177,2.12E-07,3.55E-06,FALSE
TMEM214,466.0190843,0.301392453,0.089886096,0.000521164,0.002948419,FALSE
PTGES2,68.45532293,0.301888284,0.176349086,0.021345091,0.060525337,FALSE
PTGER2,409.4392517,0.302156806,0.111049448,0.019069555,0.055715591,FALSE
STRADB,144.0710401,0.302377749,0.144626868,0.001408736,0.006874462,FALSE
HGH1,132.4322103,0.302392527,0.172197065,0.098673603,0.193428461,FALSE
POLR2I,302.810655,0.302397945,0.109562955,0.001812902,0.008452054,FALSE
SERPINH1,7404.435821,0.302656929,0.07037077,3.61E-05,0.00030432,FALSE
CRNDE,581.1031885,0.303490866,0.108206385,0.003489341,0.014493351,FALSE
CENPF,436.7425938,0.30361259,0.121226542,0.007525887,0.026822297,FALSE
BBS7,254.1365273,0.303714356,0.121343707,0.017366436,0.051472626,FALSE
RIGI,130.3649975,0.303805626,0.177547173,0.09918671,0.194107997,FALSE
SH3BGRL3,12320.47365,0.30383621,0.075303369,6.36E-05,0.000490982,FALSE
PFN1,20196.43029,0.304422714,0.068279793,6.39E-05,0.000493301,FALSE
KDELR3,649.0824579,0.304750544,0.094636133,0.000821887,0.004339208,FALSE
SAR1B,371.6637177,0.304945697,0.099176945,0.004743943,0.018536205,FALSE
DUT,1066.916582,0.305206192,0.089836343,0.000186944,0.001241282,FALSE
CALU,3918.610113,0.305462927,0.117258204,0.001829175,0.008506667,FALSE
SMTN,104.9550338,0.305841896,0.160268938,0.04171384,0.101261623,FALSE
KISS1,109.1669632,0.305885662,0.228741049,0.000441821,0.002550586,FALSE
ARMC9,1417.438695,0.305986402,0.064574478,1.17E-09,3.74E-08,FALSE
EVA1A,347.4772753,0.306179138,0.115393867,0.008570347,0.029611111,FALSE
ATP6AP1,681.7580733,0.306646248,0.092517488,0.001110749,0.005637747,FALSE
RBIS,1370.594117,0.3082777,0.093781917,5.56E-06,6.18E-05,FALSE
NDUFA13,1365.950227,0.308385843,0.091031676,0.000631434,0.003456956,FALSE
FXYD5,942.0296669,0.308901231,0.091051106,5.08E-05,0.000408205,FALSE
SIGMAR1,1444.918944,0.3091772,0.075004252,2.91E-05,0.00025151,FALSE
TIMM8B,1587.668943,0.309187127,0.109758757,0.000439605,0.002540938,FALSE
HMGA1,2056.679481,0.30948687,0.056406559,1.44E-10,5.50E-09,FALSE
NDUFB11,961.3773968,0.309593215,0.094942159,0.003316109,0.01391632,FALSE
POFUT2,171.937275,0.30973918,0.140865571,0.050116179,0.116669097,FALSE
SMIM19,376.5859741,0.30976963,0.117667869,1.21E-07,2.18E-06,FALSE
TNFRSF21,204.9852185,0.3098502,0.12562008,3.45E-06,4.11E-05,FALSE
GLUD1,1926.511624,0.310105486,0.059894995,3.84E-07,5.96E-06,FALSE
GTSE1,110.4045094,0.310413129,0.165264405,2.26E-07,3.76E-06,FALSE
DYNLT1,1090.851888,0.310759351,0.081346463,0.000724639,0.003889616,FALSE
COX17,247.477388,0.311019903,0.15466012,0.031762749,0.081980419,FALSE
TIMM10,269.8515208,0.311477225,0.114849107,0.003323727,0.013938178,FALSE
EIF5AL1,680.2835237,0.312014748,0.118767934,0.007859258,0.027772355,FALSE
GTF3C6,1132.762741,0.312106639,0.084291276,0.000663904,0.003605102,FALSE
ATAD3A,115.4613983,0.312209033,0.181660836,0.002623738,0.011540243,FALSE
FOXO3B,175.0644213,0.312488844,0.16549667,3.30E-05,0.00028112,FALSE
TK1,253.339968,0.31270828,0.146642764,0.065683412,0.143134268,FALSE
RPRD1A,121.1697946,0.314269168,0.154263251,0.00401033,0.016126022,FALSE
CDC6,62.93580726,0.315135679,0.210726007,5.28E-06,5.92E-05,FALSE
HECTD3,282.8372877,0.315338118,0.113379185,0.001058711,0.005420808,FALSE
RNF181,853.0513884,0.315565554,0.074548451,6.98E-06,7.54E-05,FALSE
HSCB,213.8886256,0.315640469,0.105166094,0.002669415,0.011713534,FALSE
MVK,72.31878569,0.316146157,0.185095389,0.083713518,0.171001404,FALSE
SPA17,123.2682503,0.316341683,0.18177451,0.002450318,0.010864551,FALSE
RPS19BP1,547.0343992,0.316684154,0.087171902,0.000446155,0.002572073,FALSE
SYVN1,102.8870955,0.316959719,0.175683457,0.067305921,0.145481218,FALSE
MANF,769.0282652,0.316980994,0.095677601,0.00017111,0.001155053,FALSE
POP5,66.50925785,0.317031518,0.192258808,0.012095213,0.038735408,FALSE
MEA1,251.7827754,0.317087696,0.122935332,0.01101764,0.036013864,FALSE
SYNJ2,501.6300643,0.317162097,0.104809328,0.000341293,0.002054144,FALSE
UBQLN4,46.31644085,0.31896383,0.215080118,0.060496621,0.134150934,FALSE
BUB1,150.6895623,0.319052834,0.151638405,0.001812496,0.008452054,FALSE
PLAAT4,115.2524203,0.319105717,0.185225368,1.63E-13,1.13E-11,FALSE
STX5,176.6664709,0.320126326,0.136100464,0.040499581,0.09898365,FALSE
ANLN,573.6814806,0.32039538,0.094512112,2.82E-14,2.19E-12,FALSE
COX8A,2929.736483,0.320424599,0.092178218,9.46E-05,0.000694058,FALSE
ABCC10,39.06462536,0.320818723,0.252539896,0.097434048,0.191562115,FALSE
GLRX2,585.2529054,0.320973499,0.086735259,5.38E-06,6.01E-05,FALSE
FKBP11,880.1964611,0.321562293,0.099363144,0.001008396,0.005188819,FALSE
SLC1A4,209.3016596,0.321743763,0.164959211,0.056695328,0.127848855,FALSE
COQ10B,182.4583209,0.32202523,0.135602258,0.029442663,0.077306671,FALSE
WIPF1,583.5423446,0.322372724,0.088329975,1.41E-06,1.86E-05,FALSE
RNASEH2A,241.3814077,0.322601336,0.112235258,0.000132036,0.000929635,FALSE
EPHA2,518.84696,0.322865343,0.106946495,1.93E-06,2.48E-05,FALSE
RANBP1,895.7964942,0.324771606,0.095403664,9.16E-06,9.53E-05,FALSE
C7orf25,67.6501881,0.32524604,0.21134737,0.072718442,0.15414459,FALSE
PFKP,599.8140797,0.325284633,0.073336579,8.96E-08,1.68E-06,FALSE
SRP19,296.1502836,0.325324613,0.107523145,6.20E-08,1.21E-06,FALSE
PPIL1,219.6701262,0.325440195,0.120120802,0.00013764,0.000959671,FALSE
SARS1,516.9002037,0.325468717,0.119025249,0.002136892,0.00968662,FALSE
ZFPL1,260.908293,0.325664194,0.101988613,0.000162886,0.001106744,FALSE
MZT1,272.3572402,0.325671761,0.114061403,0.00128742,0.006364782,FALSE
RNF19B,76.56475678,0.326250333,0.192692006,0.010201197,0.033988201,FALSE
UBB,2742.201025,0.326387462,0.06057692,1.87E-08,4.25E-07,FALSE
RAD51,102.1803339,0.32646305,0.183181751,0.00768743,0.027237386,FALSE
SMIM29,425.6125489,0.326495968,0.084712283,2.62E-05,0.000230555,FALSE
AURKB,201.2873552,0.326626627,0.140635949,8.98E-05,0.000663455,FALSE
FAM111B,51.55670109,0.326840575,0.244033239,0.000150596,0.001037839,FALSE
TMEM208,531.573685,0.326917236,0.098249555,1.70E-05,0.000160662,FALSE
PPIP5K1,80.20196355,0.32697113,0.193613421,0.015080381,0.046111069,FALSE
ATPSCKMT,80.96005344,0.327714456,0.150494191,0.050285675,0.11692798,FALSE
LOXL2,1650.382839,0.327819934,0.070176814,9.15E-12,4.51E-10,FALSE
BOP1,136.2295773,0.328062636,0.136554937,0.000495547,0.002818877,FALSE
XPR1,801.7144049,0.329010527,0.091686858,5.10E-05,0.000408672,FALSE
SIRT7,75.70089191,0.32920507,0.191799463,0.020466118,0.058693028,FALSE
PLSCR1,167.7033382,0.329215493,0.140486428,0.005587994,0.021156817,FALSE
SLC25A4,521.9074702,0.329275947,0.093257129,0.000279941,0.001729516,FALSE
DOCK11,91.63941629,0.329355675,0.173290045,0.002720181,0.011863754,FALSE
KMT2E-AS1,35.65902638,0.329440955,0.266291409,0.031439506,0.081316509,FALSE
MRPL39,227.1157383,0.329948681,0.116119582,0.005577633,0.021134742,FALSE
UFD1,218.0159203,0.330016254,0.118805198,1.19E-05,0.00011763,FALSE
MT1E,18353.20001,0.330214143,0.128148942,2.24E-05,0.000201366,FALSE
RRP36,163.0451711,0.330641039,0.140322298,0.001675586,0.007902702,FALSE
PHB1,687.2584755,0.33118929,0.078885993,9.64E-06,9.88E-05,FALSE
FRS3,36.87778718,0.331560939,0.305446438,0.086088972,0.17485733,FALSE
ERFE,396.3885944,0.331713733,0.157128279,0.000110888,0.000801297,FALSE
ASIP,324.9067053,0.331791565,0.150304558,9.84E-07,1.36E-05,FALSE
ZBTB8OS,393.3517371,0.332208438,0.108873238,0.005120984,0.019750048,FALSE
UGDH,1020.281757,0.332273801,0.069547587,6.71E-06,7.27E-05,FALSE
ANKRD39,133.9065558,0.332397192,0.159793282,0.05598103,0.126758988,FALSE
GTPBP1,127.0908204,0.332473979,0.161517368,0.029893119,0.078093787,FALSE
MYOZ2,38.67183262,0.332574018,0.26229498,1.77E-05,0.000166142,FALSE
ASPSCR1,42.105714,0.33269856,0.225151358,0.014156417,0.043701263,FALSE
GUK1,2296.596853,0.333019155,0.079908593,5.02E-08,9.97E-07,FALSE
CDC42BPB,208.9802555,0.333072052,0.130385748,0.001342579,0.006592063,FALSE
USE1,141.5850658,0.333206695,0.135864478,0.013387273,0.041881245,FALSE
STMN1,3027.647471,0.334224792,0.06337834,7.01E-09,1.78E-07,FALSE
CDH2,856.0558756,0.334474743,0.094652369,2.64E-05,0.000231515,FALSE
COL5A2,1660.106577,0.335164087,0.080187989,1.02E-12,6.00E-11,FALSE
ERP29,1494.780409,0.335447513,0.078381548,7.29E-07,1.03E-05,FALSE
COA6,419.7491151,0.335921966,0.117372564,0.000110529,0.000799325,FALSE
TRAPPC14,39.14704498,0.336784755,0.261780076,0.073976348,0.156066338,FALSE
